building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database,quality_assurance
695,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,mixed mode,2012,525,categorical,yes,yes,Asia/Kolkata,NA,421810-99999,15.3,2.0,pass
696,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,air conditioned,2012,196,categorical,yes,yes,Asia/Kolkata,NA,421810-99999,15.3,2.0,pass
697,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,mixed mode,2012,237,categorical,yes,yes,Asia/Kolkata,ghcn_d,421810-99999,15.3,2.0,pass
698,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,mixed mode,2012,425,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2.0,pass
699,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,naturally ventilated,2012,533,categorical,yes,yes,Asia/Kolkata,ghcn_d,NA,NA,2.0,pass
700,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,mixed mode,2012,207,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2.0,pass
701,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,naturally ventilated,2012,241,categorical,yes,yes,Asia/Kolkata,ghcn_d,NA,NA,2.0,pass
702,yes,Kazuyo Tsuzuki,https://doi.org/10.24538/jhesj.15.1_5,asia,japan,tsukuba,36.0835255,140.0764454,humid subtropical,multifamily housing,mixed mode,2005,463,no,no,yes,Asia/Tokyo,NA,NA,NA,2.0,pass
703,yes,Kazuyo Tsuzuki,https://doi.org/10.24538/jhesj.15.1_5,asia,japan,tsukuba,36.0835255,140.0764454,humid subtropical,multifamily housing,NA,2005,179,no,no,yes,Asia/Tokyo,NA,NA,NA,2.0,pass
704,yes,Hana Pustayova,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.",europe,slovakia,bratislava,48.1485965,17.1077477,temperate oceanic,multifamily housing,naturally ventilated,2011,289,no,no,no,Europe/Bratislava,NA,NA,NA,2.0,fail
705,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,colima,19.2452342,-103.7240868,tropical wet savanna,multifamily housing,mixed mode,2006,351,no,no,yes,America/Mexico_City,NA,766580-99999,15.9,2.0,pass
706,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,colima,19.2452342,-103.7240868,tropical wet savanna,multifamily housing,mixed mode,2006,257,no,no,yes,America/Mexico_City,NA,766580-99999,15.9,2.0,pass
707,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,culiacan,24.8090649,-107.3940117,tropical dry savanna,multifamily housing,mixed mode,2008,152,no,no,yes,America/Mazatlan,NA,764120-99999,9.5,2.0,pass
708,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,hermosillo,29.0729673,-110.9559192,hot desert,multifamily housing,mixed mode,2006,145,no,no,yes,America/Hermosillo,NA,761600-99999,9.3,2.0,pass
709,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,hermosillo,29.0729673,-110.9559192,hot desert,multifamily housing,mixed mode,2007,56,no,no,yes,America/Hermosillo,NA,761600-99999,9.3,2.0,pass
710,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,merida,20.9673702,-89.5925857,tropical wet savanna,multifamily housing,mixed mode,2007,150,no,no,yes,America/Merida,NA,766440-99999,7.6,2.0,pass
711,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,merida,20.9673702,-89.5925857,tropical wet savanna,multifamily housing,mixed mode,2008,150,no,no,yes,America/Merida,NA,766440-99999,7.6,2.0,pass
712,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,mexicali,32.6245389,-115.4522623,hot desert,multifamily housing,mixed mode,2006,39,no,no,yes,America/Tijuana,NA,760053-99999,19.7,2.0,pass
713,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,mexicali,32.6245389,-115.4522623,hot desert,multifamily housing,mixed mode,2006,123,no,no,yes,America/Tijuana,NA,760053-99999,19.7,2.0,pass
714,yes,Tham Kwok Wai,https://doi.org/10.1111/j.1600-0668.2003.00191.x,asia,singapore,singapore,1.352083,103.819836,tropical rainforest,office,air conditioned,1996,216,no,no,no,Asia/Singapore,NA,NA,NA,2.0,pass
715,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
716,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
717,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
718,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
719,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
720,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
721,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
722,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
723,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
724,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
725,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
726,yes,Singh Manoj,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2.0,pass
727,yes,Singh Manoj,https://doi.org/10.2298/TSCI1403889S,europe,belgium,liege,50.6329586,5.5697498,temperate oceanic,multifamily housing,naturally ventilated,2013,85,categorical,no,no,Europe/Brussels,NA,NA,NA,2.0,pass
728,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,indonesia,bandung,-6.9174639,107.6191228,tropical,office,air conditioned,2015,91,yes,no,yes,Asia/Jakarta,NA,967810-99999,5.1,2.1,pass
729,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,indonesia,bandung,-6.9174639,107.6191228,tropical,office,mixed mode,2015,150,yes,no,yes,Asia/Jakarta,NA,967810-99999,5.1,2.1,pass
730,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,indonesia,bandung,-6.9174639,107.6191228,tropical,office,naturally ventilated,2015,159,yes,no,yes,Asia/Jakarta,NA,967810-99999,5.1,2.1,pass
731,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,setagaya,35.6465615,139.6532924,temperate,office,air conditioned,2015,251,yes,no,yes,Asia/Tokyo,NA,476713-99999,7.1,2.1,pass
732,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,setagaya,35.6465615,139.6532924,temperate,office,naturally ventilated,2015,31,yes,no,yes,Asia/Tokyo,NA,476713-99999,7.1,2.1,pass
733,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,yokohama,35.4436739,139.6379639,temperate,office,air conditioned,2015,167,yes,no,yes,Asia/Tokyo,NA,476700-99999,1.6,2.1,pass
734,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,yokohama,35.4436739,139.6379639,temperate,office,naturally ventilated,2015,6,yes,no,yes,Asia/Tokyo,NA,476700-99999,1.6,2.1,pass
735,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,kuala lumpur,3.139003,101.686855,tropical,office,air conditioned,2015,629,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,15.3,2.1,pass
736,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,kuala lumpur,3.139003,101.686855,tropical,office,naturally ventilated,2015,23,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,15.3,2.1,pass
737,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,shah alam,3.073281,101.518461,tropical,office,air conditioned,2015,99,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,7.3,2.1,pass
738,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,shah alam,3.073281,101.518461,tropical,office,air conditioned,2015,387,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,7.3,2.1,pass
739,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,singapore,singapore,1.352083,103.819836,tropical,office,air conditioned,2015,56,yes,no,yes,Asia/Singapore,NA,486990-99999,9,2.1,pass
740,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,classroom,naturally ventilated,1998,109,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9.4,2.0,pass
741,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,office,mixed mode,1999,54,no,no,yes,Europe/Paris,original_data,074800-99999,9.4,2.0,pass
742,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,office,naturally ventilated,1999,15,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9.4,2.0,pass
743,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,others,air conditioned,1998,12,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9.4,2.0,pass
744,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,classroom,naturally ventilated,1998,112,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9.4,2.0,pass
745,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,office,mixed mode,1998,81,no,no,yes,Europe/Paris,original_data,074800-99999,9.4,2.0,pass
746,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,office,naturally ventilated,1998,60,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9.4,2.0,pass
747,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,others,air conditioned,1998,13,no,no,yes,Europe/Paris,original_data,074800-99999,9.4,2.0,pass
748,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,others,mixed mode,1998,38,no,no,yes,Europe/Paris,NA,074800-99999,9.4,2.0,pass
749,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,classroom,air conditioned,1998,68,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
750,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,classroom,naturally ventilated,1998,41,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
751,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,others,air conditioned,1998,18,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
752,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,others,mixed mode,1998,75,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
753,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,others,naturally ventilated,1998,20,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
754,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,classroom,air conditioned,1999,41,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
755,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,classroom,naturally ventilated,1999,13,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
756,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,others,air conditioned,1999,5,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
757,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,others,mixed mode,1999,31,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
758,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,greece,athens,37.9838096,23.7275388,hot-summer mediterranean,others,naturally ventilated,1999,7,no,no,yes,Europe/Athens,original_data,167160-99999,11.4,2.0,pass
759,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,portugal,lisbon,38.7222524,-9.1393366,hot-summer mediterranean,others,naturally ventilated,1998,126,no,no,yes,Europe/Lisbon,original_data,085790-99999,5,2.0,pass
760,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,portugal,lisbon,38.7222524,-9.1393366,hot-summer mediterranean,others,naturally ventilated,1998,121,no,no,yes,Europe/Lisbon,original_data,085790-99999,5,2.0,pass
761,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,portugal,porto,41.1579438,-8.6291053,warm-summer mediterranean,office,naturally ventilated,1998,142,no,no,yes,Europe/Lisbon,original_data,085450-99999,10.9,2.0,pass
762,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,portugal,porto,41.1579438,-8.6291053,warm-summer mediterranean,others,mixed mode,1998,517,no,no,yes,Europe/Lisbon,ghcn_d,085450-99999,10.9,2.0,pass
763,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,portugal,porto,41.1579438,-8.6291053,warm-summer mediterranean,office,naturally ventilated,1998,134,no,no,yes,Europe/Lisbon,original_data,085450-99999,10.9,2.0,pass
764,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,portugal,porto,41.1579438,-8.6291053,warm-summer mediterranean,others,mixed mode,1998,518,no,no,yes,Europe/Lisbon,original_data,085450-99999,10.9,2.0,pass
765,yes,John Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,sweden,gothenburg,57.70887,11.97456,temperate oceanic,classroom,mixed mode,1998,103,no,no,yes,Europe/Stockholm,ghcn_d,025130-99999,1.8,2.0,pass
