building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database,quality_assurance
383,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,421810-99999,15.3,2.1,pass
384,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
385,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
386,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
387,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
388,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
389,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
390,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
391,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
392,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
393,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
394,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
395,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
396,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
397,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
398,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
399,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
400,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
401,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
402,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
403,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
404,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
405,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
406,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
407,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
408,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
409,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
410,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
411,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
412,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
413,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
414,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
415,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
416,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7.9,2.1,pass
417,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
418,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
419,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
420,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
421,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
422,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
423,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
424,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
425,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
426,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
427,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
428,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
429,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
430,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
431,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
432,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
433,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
434,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
435,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
436,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
437,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
438,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
439,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
440,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
441,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
442,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
443,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
444,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
445,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
446,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
447,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
448,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,1,no,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
449,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5.4,2.1,pass
450,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
451,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
452,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
453,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
454,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
455,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
456,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
457,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
458,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
459,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
460,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
461,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
462,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,430030-99999,1.8,2.1,pass
463,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
464,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
465,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
466,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,16,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
467,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,27,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
468,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
469,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,15,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
470,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
471,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,19,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
472,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
473,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
474,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,27,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
475,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
476,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
477,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
478,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
479,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
480,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,13,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
481,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
482,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
483,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,21,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
484,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,12,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
485,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
486,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
487,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
488,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
489,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,15,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
