building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database
502,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
503,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
504,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
505,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
506,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
507,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
508,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,1,no,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
509,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,12,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
510,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
511,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
512,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
513,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
514,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
515,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
516,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
517,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
518,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
519,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
520,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,1,no,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
521,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,1,no,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
522,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
523,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,107,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
524,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,119,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
525,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,92,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
526,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,108,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
527,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,107,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
528,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,117,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
529,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,23,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
530,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,122,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
531,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,115,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
532,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,123,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
533,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,146,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
534,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,125,no,no,yes,America/Los_Angeles,NA,NA,NA,1
535,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,102,no,no,yes,America/Los_Angeles,NA,NA,NA,1
536,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,135,no,no,yes,America/Los_Angeles,NA,NA,NA,1
537,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,122,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
538,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,148,no,no,yes,America/Los_Angeles,NA,NA,NA,1
539,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,145,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
540,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1986,122,no,no,yes,America/Los_Angeles,NA,NA,NA,1
541,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,133,no,no,yes,America/Los_Angeles,NA,NA,NA,1
542,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,138,no,no,yes,America/Los_Angeles,NA,NA,NA,1
543,no,Harimi Djamila,https://doi.org/10.1038/s41597-019-0272-6,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2017,46,no,yes,yes,Asia/Kuching,NA,964710-99999,5434,2.1
544,no,Harimi Djamila,https://doi.org/10.1038/s41597-019-0272-6,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2017,46,no,yes,yes,Asia/Kuching,NA,964710-99999,5434,2.1
545,no,Harimi Djamila,https://doi.org/10.1038/s41597-019-0272-6,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2018,36,no,yes,yes,Asia/Kuching,NA,964710-99999,5434,2.1
546,no,Harimi Djamila,https://doi.org/10.1038/s41597-019-0272-6,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2018,37,no,yes,yes,Asia/Kuching,NA,964710-99999,5434,2.1
547,no,Harimi Djamila,https://doi.org/10.1038/s41597-019-0272-6,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2018,52,no,yes,yes,Asia/Kuching,NA,964710-99999,5434,2.1
548,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,19,no,no,yes,Europe/London,rp884,033233-99999,9426,1
549,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,8,no,no,yes,Europe/London,rp884,033233-99999,9426,1
550,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,140,no,no,yes,Europe/London,rp884,033233-99999,9426,1
551,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,31,no,no,yes,Europe/London,rp884,033233-99999,9426,1
552,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,44,no,no,yes,Europe/London,rp884,033233-99999,9426,1
553,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,31,no,no,yes,Europe/London,rp884,033233-99999,9426,1
554,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,67,no,no,yes,Europe/London,rp884,033233-99999,9426,1
555,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1995,36,no,no,yes,Europe/London,rp884,033233-99999,9426,1
556,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,mixed mode,1994,121,no,no,yes,Europe/London,rp884,033233-99999,9426,1
557,yes,Bertug Ozarisoy  & Hasim Altan,https://doi.org/10.1016/j.buildenv.2021.108013,asia,cyprus,famagusta,35.1149116,33.919245,subtropical hot and dry,multifamily housing,mixed mode,2018,100,yes,yes,no,Asia/Famagusta,NA,NA,NA,2.1
558,yes,Cornelia Moosmann,https://doi.org/10.1016/j.enbuild.2007.02.013,europe,germany,karlsruhe,49.0068901,8.4036527,temperate oceanic,office,naturally ventilated,2005,427,categorical,yes,yes,Europe/Berlin,original_data,107275-99999,34659,2
559,yes,Michael Adebamowo,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",africa,nigeria,bauchi,10.3059966,9.8403959,tropical wet savanna,multifamily housing,naturally ventilated,2009,153,categorical,no,no,Africa/Lagos,NA,NA,NA,2
560,yes,Michael Adebamowo,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",africa,nigeria,bauchi,10.3059966,9.8403959,tropical wet savanna,multifamily housing,naturally ventilated,2009,359,categorical,no,no,Africa/Lagos,NA,NA,NA,2
561,yes,Myla Mary Andamon,"Andamon, Mary Myla. Thermal comfort and building energy consumption in the Philippine context. PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",asia,philippines,makati,14.554729,121.0244452,tropical wet savanna,office,air conditioned,2003,277,no,no,no,Asia/Manila,original_data,NA,NA,2
562,yes,Chungyoon Chun,https://doi.org/10.1177/1420326X16664563,asia,south korea,seoul,37.566535,126.9779692,monsoon-influenced hot-summer humid continental,senior center,mixed mode,2009,312,yes,no,yes,Asia/Seoul,NA,471080-99999,969,2
563,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,el kef,36.1679648,8.7095789,cold semi-arid,multifamily housing,naturally ventilated,1996,112,no,yes,yes,Africa/Tunis,NA,607250-99999,35995,2
564,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,el kef,36.1679648,8.7095789,cold semi-arid,office,air conditioned,1996,1,no,yes,yes,Africa/Tunis,NA,607250-99999,35995,2
565,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,el kef,36.1679648,8.7095789,cold semi-arid,office,naturally ventilated,1996,108,no,yes,yes,Africa/Tunis,NA,607250-99999,35995,2
566,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,el kef,36.1679648,8.7095789,cold semi-arid,multifamily housing,air conditioned,1997,13,no,yes,yes,Africa/Tunis,ghcn_d,607250-99999,35995,2
567,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,el kef,36.1679648,8.7095789,cold semi-arid,multifamily housing,naturally ventilated,1995,25,no,yes,yes,Africa/Tunis,NA,607250-99999,35995,2
568,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,el kef,36.1679648,8.7095789,cold semi-arid,office,naturally ventilated,1996,53,no,yes,yes,Africa/Tunis,NA,607250-99999,35995,2
569,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,gabes,33.888077,10.0975221,hot desert,multifamily housing,naturally ventilated,1996,70,no,yes,yes,Africa/Tunis,NA,607650-99999,1333,2
570,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,gabes,33.888077,10.0975221,hot desert,office,air conditioned,1996,1,no,yes,yes,Africa/Tunis,ghcn_d,607650-99999,1333,2
571,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,gabes,33.888077,10.0975221,hot desert,office,naturally ventilated,1996,72,no,yes,yes,Africa/Tunis,NA,607650-99999,1333,2
572,yes,Chiheb Bouden,https://doi.org/10.1016/j.enbuild.2004.12.003,africa,tunisia,gabes,33.888077,10.0975221,hot desert,multifamily housing,naturally ventilated,1995,33,no,yes,yes,Africa/Tunis,NA,607650-99999,1333,2
