building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database
385,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
386,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
387,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
388,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
389,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
390,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
391,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
392,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
393,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
394,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
395,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
396,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
397,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
398,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
399,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
400,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
401,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
402,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
403,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
404,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
405,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
406,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
407,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
408,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
409,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
410,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
411,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
412,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
413,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
414,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
415,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
416,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,hyderabad,17.385044,78.486671,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,431280-99999,7937,2.1
417,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
418,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
419,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
420,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
421,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
422,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
423,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
424,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
425,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
426,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
427,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
428,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
429,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
430,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
431,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
432,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
433,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
434,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
435,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
436,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
437,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
438,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
439,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
440,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
441,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
442,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
443,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
444,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
445,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
446,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
447,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,naturally ventilated,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
448,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,1,no,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
449,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,kolkata,22.572646,88.363895,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,428070-99999,5437,2.1
450,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
451,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
452,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
453,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
454,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
455,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
456,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
457,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
458,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
459,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
460,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
461,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
462,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,mumbai,19.0759837,72.8776559,tropical wet savanna,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,430030-99999,1770,2.1
463,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
464,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
465,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
466,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,16,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
467,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,27,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
468,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
469,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,15,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
470,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
471,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,19,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
472,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
473,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
474,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,27,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
475,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
476,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
477,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
478,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
479,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,9,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
480,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,13,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
481,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
482,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
483,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,21,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
484,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,12,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
485,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
486,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
487,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
488,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
489,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,15,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
490,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
491,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,11,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
492,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
493,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
494,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,11,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
495,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
496,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
497,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
498,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
499,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
500,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
501,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,812,2.1
